epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,5538.34,1.79243,0.90787,1.28338,0.71272,0.6098,0.68987,0.26247,2.16805,1.33371,1.48019,0.0005941,0.0005941,0.0005941
43,5669.65,1.76616,0.90979,1.27977,0.56004,0.52947,0.55843,0.2062,2.33832,1.4885,1.57742,0.0005842,0.0005842,0.0005842
44,5802.3,1.75335,0.90648,1.28487,0.72285,0.65021,0.67975,0.25218,2.2084,1.23411,1.52716,0.0005743,0.0005743,0.0005743
45,5932.35,1.77289,0.89451,1.27184,0.77264,0.67419,0.74381,0.2919,2.11648,1.27814,1.49999,0.0005644,0.0005644,0.0005644
46,6060.71,1.74718,0.86855,1.24626,0.63694,0.54538,0.56312,0.19407,2.37025,1.33318,1.61645,0.0005545,0.0005545,0.0005545
47,6189.56,1.70275,0.85969,1.24523,0.76434,0.64039,0.71239,0.27223,2.18461,1.17626,1.52472,0.0005446,0.0005446,0.0005446
48,6319.12,1.71056,0.85482,1.24827,0.61854,0.55663,0.59481,0.21297,2.31043,1.28116,1.54714,0.0005347,0.0005347,0.0005347
49,6447.55,1.71468,0.8417,1.23423,0.69524,0.66189,0.70412,0.26935,2.17139,1.15142,1.49385,0.0005248,0.0005248,0.0005248
50,6576.35,1.73021,0.85319,1.25053,0.73972,0.66579,0.71563,0.27154,2.17068,1.14993,1.51193,0.0005149,0.0005149,0.0005149
51,6705.32,1.70787,0.84769,1.23756,0.71048,0.59423,0.63298,0.22903,2.30098,1.2208,1.56676,0.000505,0.000505,0.000505
52,6832.95,1.7041,0.8338,1.23791,0.62017,0.5313,0.54099,0.17611,2.50529,1.29144,1.65347,0.0004951,0.0004951,0.0004951
53,6962.29,1.69427,0.83192,1.23163,0.76259,0.66033,0.73562,0.28819,2.13749,1.13372,1.48006,0.0004852,0.0004852,0.0004852
54,7090.38,1.68323,0.82753,1.23609,0.66177,0.59049,0.64295,0.24901,2.22096,1.21774,1.52581,0.0004753,0.0004753,0.0004753
55,7216.79,1.67013,0.80728,1.2117,0.71875,0.68107,0.72221,0.2783,2.13847,1.1187,1.46991,0.0004654,0.0004654,0.0004654
56,7343.03,1.68166,0.81556,1.22458,0.7176,0.65914,0.71001,0.26241,2.21582,1.12226,1.51428,0.0004555,0.0004555,0.0004555
57,7470.11,1.6779,0.81653,1.22132,0.73845,0.62856,0.70131,0.27064,2.17093,1.13997,1.4866,0.0004456,0.0004456,0.0004456
58,7598.46,1.66276,0.81101,1.21548,0.65959,0.60799,0.64755,0.22994,2.30281,1.19135,1.54407,0.0004357,0.0004357,0.0004357
59,7725.65,1.6633,0.80277,1.21927,0.66645,0.58386,0.62691,0.21504,2.40404,1.18705,1.60538,0.0004258,0.0004258,0.0004258
60,7851.75,1.67151,0.80223,1.21475,0.61813,0.5241,0.55782,0.20093,2.41401,1.25507,1.60865,0.0004159,0.0004159,0.0004159
61,7981.7,1.65352,0.79941,1.21813,0.72789,0.64041,0.68903,0.25806,2.22481,1.15678,1.51635,0.000406,0.000406,0.000406
